Date	Time	msec	Time_P	Freqg	Freq1	Tb1	Freq2	Tb2
01.05.18 01:09:53 969	0.220000	9800	21200	   104.132	18000	    45.673
01.05.18 01:09:54 374	0.530000	9900	21400	   109.017	18200	    47.108
01.05.18 01:09:54 694	0.835000	10000	21600	   113.666	18400	    48.839
01.05.18 01:09:55 016	1.139999	10100	21800	   118.335	18600	    50.865
01.05.18 01:09:55 419	1.449999	10200	22000	   121.570	18800	    53.320
01.05.18 01:09:55 741	1.754999	10300	22200	   123.884	19000	    55.700
01.05.18 01:09:56 062	2.059998	10400	22400	   124.668	19200	    58.489
01.05.18 01:09:56 466	2.369998	10500	22600	   124.258	19400	    61.715
01.05.18 01:09:56 786	2.674998	10600	22800	   123.047	19600	    64.725
01.05.18 01:09:57 109	2.979998	10700	23000	   121.116	19800	    68.450
01.05.18 01:09:57 507	3.284997	10800	23200	   118.534	20000	    72.372
01.05.18 01:09:57 829	3.589997	10900	23400	   115.336	20200	    76.920
01.05.18 01:09:58 236	3.894997	11000	23600	   111.501	20400	    82.076
01.05.18 01:09:58 548	4.200001	11100	23800	   107.499	20600	    86.684
01.05.18 01:09:58 875	4.510008	11200	24000	   103.664	20800	    91.863
01.05.18 01:09:59 279	4.820015	11300	24200	    99.199	21000	    98.326
01.05.18 01:09:59 599	5.125022	11400	24400	    96.076	21200	   104.402
01.05.18 01:09:59 921	5.430029	11500	24600	    92.875	21400	   108.847
01.05.18 01:10:00 320	5.735036	11600	24800	    90.512	21600	   113.501
01.05.18 01:10:00 657	6.040043	11700	25000	    88.532	21800	   118.357
01.05.18 01:10:00 984	6.350050	11800	25200	    86.309	22000	   121.455
01.05.18 01:10:01 381	6.655057	11900	25400	    84.236	22200	   124.048
01.05.18 01:10:01 703	6.960064	12000	25600	    81.714	22400	   124.974
01.05.18 01:10:02 030	7.270072	12100	25800	    78.793	22600	   124.156
01.05.18 01:10:02 428	7.575078	12200	26000	    76.334	22800	   122.885
01.05.18 01:10:02 750	7.880085	12300	26200	    73.933	23000	   121.382
01.05.18 01:10:03 077	8.190092	12400	26400	    71.981	23200	   118.720
01.05.18 01:10:03 474	8.495099	12500	26600	    70.377	23400	   115.100
01.05.18 01:10:03 796	8.800106	12600	26800	    68.809	23600	   111.566
01.05.18 01:10:04 127	9.105113	12700	27000	    67.766	23800	   107.579
01.05.18 01:10:04 444	9.405120	12800	27200	    66.859	24000	   103.564
01.05.18 01:10:04 765	9.710127	9800	21200	   104.261	18000	    45.807
01.05.18 01:10:05 092	10.020134	9900	21400	   108.983	18200	    46.960
01.05.18 01:10:05 489	10.325141	10000	21600	   113.594	18400	    48.573
01.05.18 01:10:05 812	10.630148	10100	21800	   118.236	18600	    50.630
01.05.18 01:10:06 142	10.935155	10200	22000	   121.617	18800	    53.266
01.05.18 01:10:06 459	11.235162	10300	22200	   123.941	19000	    55.769
01.05.18 01:10:06 781	11.540169	10400	22400	   124.692	19200	    58.443
01.05.18 01:10:07 108	11.850176	10500	22600	   124.147	19400	    61.457
01.05.18 01:10:07 505	12.155183	10600	22800	   122.941	19600	    64.544
01.05.18 01:10:07 828	12.460190	10700	23000	   121.106	19800	    68.138
01.05.18 01:10:08 226	12.765197	10800	23200	   118.354	20000	    72.171
01.05.18 01:10:08 547	13.070204	10900	23400	   115.211	20200	    76.962
01.05.18 01:10:08 875	13.380211	11000	23600	   111.438	20400	    82.118
01.05.18 01:10:09 272	13.685218	11100	23800	   107.363	20600	    86.537
01.05.18 01:10:09 593	13.990225	11200	24000	   103.498	20800	    91.604
01.05.18 01:10:09 920	14.300232	11300	24200	    99.198	21000	    98.127
01.05.18 01:10:10 318	14.605239	11400	24400	    95.890	21200	   104.305
01.05.18 01:10:10 640	14.910246	11500	24600	    92.820	21400	   108.756
01.05.18 01:10:10 967	15.220253	11600	24800	    90.368	21600	   113.408
01.05.18 01:10:11 364	15.525260	11700	25000	    88.291	21800	   118.147
01.05.18 01:10:11 687	15.830267	11800	25200	    86.263	22000	   121.350
01.05.18 01:10:12 013	16.140274	11900	25400	    84.162	22200	   124.013
01.05.18 01:10:12 411	16.445281	12000	25600	    81.552	22400	   124.827
01.05.18 01:10:12 733	16.750288	12100	25800	    78.977	22600	   124.267
01.05.18 01:10:13 060	17.060295	12200	26000	    76.295	22800	   123.095
01.05.18 01:10:13 457	17.365302	12300	26200	    73.875	23000	   121.424
01.05.18 01:10:13 780	17.670309	12400	26400	    71.915	23200	   118.742
01.05.18 01:10:14 100	17.975316	12500	26600	    70.299	23400	   115.168
01.05.18 01:10:14 500	18.280323	12600	26800	    68.964	23600	   111.552
01.05.18 01:10:14 826	18.590330	12700	27000	    67.872	23800	   107.629
01.05.18 01:10:15 224	18.895337	12800	27200	    66.928	24000	   103.805
01.05.18 01:10:15 545	19.200344	9800	21200	   104.373	18000	    46.092
01.05.18 01:10:15 873	19.510351	9900	21400	   109.122	18200	    47.385
01.05.18 01:10:16 270	19.815358	10000	21600	   113.857	18400	    49.303
01.05.18 01:10:16 592	20.120365	10100	21800	   118.517	18600	    51.393
01.05.18 01:10:16 913	20.425372	10200	22000	   121.861	18800	    53.623
01.05.18 01:10:17 312	20.730379	10300	22200	   124.010	19000	    56.451
01.05.18 01:10:17 638	21.040386	10400	22400	   124.864	19200	    59.168
01.05.18 01:10:17 959	21.345393	10500	22600	   124.579	19400	    62.346
01.05.18 01:10:18 358	21.650400	10600	22800	   123.363	19600	    65.359
01.05.18 01:10:18 679	21.955407	10700	23000	   121.437	19800	    68.872
01.05.18 01:10:19 001	22.260414	10800	23200	   118.699	20000	    72.849
01.05.18 01:10:19 405	22.570421	10900	23400	   115.448	20200	    77.480
01.05.18 01:10:19 725	22.875428	11000	23600	   111.565	20400	    82.531
01.05.18 01:10:20 047	23.180435	11100	23800	   107.570	20600	    86.905
01.05.18 01:10:20 451	23.490442	11200	24000	   103.746	20800	    92.020
01.05.18 01:10:20 772	23.795449	11300	24200	    99.341	21000	    98.496
01.05.18 01:10:21 093	24.100456	11400	24400	    96.162	21200	   104.612
01.05.18 01:10:21 498	24.410463	11500	24600	    93.113	21400	   109.072
01.05.18 01:10:22 930	25.250483	11600	24800	    90.780	21600	   113.845
01.05.18 01:10:23 311	26.090502	11700	25000	    88.680	21800	   118.541
01.05.18 01:10:23 638	26.400509	11800	25200	    86.654	22000	   121.819
01.05.18 01:10:23 958	26.705516	11900	25400	    84.333	22200	   124.172
01.05.18 01:10:24 358	27.010523	12000	25600	    81.777	22400	   124.901
01.05.18 01:10:24 679	27.315530	12100	25800	    78.980	22600	   124.399
01.05.18 01:10:25 001	27.620537	12200	26000	    76.300	22800	   123.031
01.05.18 01:10:25 404	27.930544	12300	26200	    73.848	23000	   121.493
01.05.18 01:10:25 725	28.235551	12400	26400	    72.016	23200	   118.807
01.05.18 01:10:26 047	28.540558	12500	26600	    70.345	23400	   115.185
01.05.18 01:10:26 451	28.850565	12600	26800	    68.731	23600	   111.568
01.05.18 01:10:26 772	29.155572	12700	27000	    67.768	23800	   107.524
01.05.18 01:10:27 093	29.460579	12800	27200	    66.867	24000	   103.637
01.05.18 01:10:27 492	29.765586	9800	21200	   104.103	18000	    45.588
01.05.18 01:10:27 813	30.070593	9900	21400	   108.931	18200	    46.832
01.05.18 01:10:28 155	30.375600	10000	21600	   113.806	18400	    48.925
01.05.18 01:10:28 485	30.680607	10100	21800	   118.416	18600	    51.201
01.05.18 01:10:28 811	30.990614	10200	22000	   121.841	18800	    53.579
01.05.18 01:10:29 142	31.295621	10300	22200	   124.084	19000	    56.068
01.05.18 01:10:29 459	31.595628	10400	22400	   124.727	19200	    58.595
01.05.18 01:10:29 781	31.900635	10500	22600	   124.202	19400	    61.491
01.05.18 01:10:30 108	32.210602	10600	22800	   123.061	19600	    64.649
01.05.18 01:10:30 505	32.515551	10700	23000	   120.999	19800	    68.232
01.05.18 01:10:30 828	32.820499	10800	23200	   118.321	20000	    72.110
01.05.18 01:10:31 225	33.125448	10900	23400	   115.114	20200	    76.798
01.05.18 01:10:31 547	33.430397	11000	23600	   111.539	20400	    82.199
01.05.18 01:10:31 875	33.740345	11100	23800	   107.587	20600	    86.470
01.05.18 01:10:32 272	34.045294	11200	24000	   103.406	20800	    91.848
01.05.18 01:10:32 593	34.350243	11300	24200	    99.099	21000	    98.037
01.05.18 01:10:32 920	34.660191	11400	24400	    95.792	21200	   104.011
01.05.18 01:10:33 318	34.965139	11500	24600	    92.751	21400	   108.687
01.05.18 01:10:33 640	35.270088	11600	24800	    90.360	21600	   113.395
01.05.18 01:10:33 966	35.580036	11700	25000	    88.228	21800	   118.072
01.05.18 01:10:34 364	35.884985	11800	25200	    86.248	22000	   121.357
01.05.18 01:10:34 687	36.189934	11900	25400	    84.096	22200	   124.016
01.05.18 01:10:35 013	36.499882	12000	25600	    81.655	22400	   124.781
01.05.18 01:10:35 410	36.804831	12100	25800	    78.802	22600	   124.307
01.05.18 01:10:35 733	37.109779	12200	26000	    76.174	22800	   123.076
01.05.18 01:10:36 054	37.414728	12300	26200	    73.688	23000	   121.340
01.05.18 01:10:36 453	37.719677	12400	26400	    71.842	23200	   118.559
01.05.18 01:10:36 780	38.029625	12500	26600	    70.151	23400	   115.062
01.05.18 01:10:37 100	38.334574	12600	26800	    68.752	23600	   111.533
01.05.18 01:10:37 499	38.639523	12700	27000	    67.774	23800	   107.447
01.05.18 01:10:37 826	38.949471	12800	27200	    66.845	24000	   103.626
01.05.18 01:10:38 224	39.254419	9800	21200	   104.176	18000	    45.609
01.05.18 01:10:38 545	39.559368	9900	21400	   108.832	18200	    46.783
01.05.18 01:10:38 873	39.869316	10000	21600	   113.695	18400	    48.645
01.05.18 01:10:39 270	40.174265	10100	21800	   118.307	18600	    50.711
01.05.18 01:10:39 592	40.479214	10200	22000	   121.510	18800	    53.143
01.05.18 01:10:39 912	40.784163	10300	22200	   123.901	19000	    55.698
01.05.18 01:10:40 312	41.089111	10400	22400	   124.646	19200	    58.364
01.05.18 01:10:40 638	41.399059	10500	22600	   124.162	19400	    61.505
01.05.18 01:10:40 959	41.704008	10600	22800	   123.028	19600	    64.600
01.05.18 01:10:41 358	42.008957	10700	23000	   121.125	19800	    68.214
01.05.18 01:10:41 679	42.313906	10800	23200	   118.286	20000	    72.192
01.05.18 01:10:42 001	42.618855	10900	23400	   115.112	20200	    76.752
01.05.18 01:10:42 405	42.928802	11000	23600	   111.484	20400	    82.010
01.05.18 01:10:42 725	43.233751	11100	23800	   107.332	20600	    86.511
01.05.18 01:10:43 047	43.538700	11200	24000	   103.561	20800	    91.776
01.05.18 01:10:43 451	43.848648	11300	24200	    99.020	21000	    98.054
01.05.18 01:10:43 772	44.153597	11400	24400	    95.771	21200	   104.074
01.05.18 01:10:44 093	44.458546	11500	24600	    92.660	21400	   108.589
01.05.18 01:10:44 498	44.768494	11600	24800	    90.216	21600	   113.450
01.05.18 01:10:44 818	45.073442	11700	25000	    88.273	21800	   118.132
01.05.18 01:10:45 155	45.373392	11800	25200	    86.251	22000	   121.386
01.05.18 01:10:45 485	45.678341	11900	25400	    84.026	22200	   123.950
01.05.18 01:10:45 812	45.988289	12000	25600	    81.457	22400	   124.691
01.05.18 01:10:46 144	46.293238	12100	25800	    78.787	22600	   124.152
